Crawler ran at 2025-06-01T13:22:42.585275 UTC
Crawler ran at 2025-06-01T13:33:05.438005 UTC
Crawler ran at 2025-06-22T22:16:38.405603+08:00 Taiwan Time
Crawler ran at 2025-06-23T22:19:56.943394+08:00 Taiwan Time
Crawler ran at 2025-06-26T22:19:05.364116+08:00 Taiwan Time
Crawler ran at 2025-06-27T22:18:43.715312+08:00 Taiwan Time
Crawler ran at 2025-06-28T22:16:25.209813+08:00 Taiwan Time
Crawler ran at 2025-06-29T22:16:24.185471+08:00 Taiwan Time
Crawler ran at 2025-06-30T22:19:16.243051+08:00 Taiwan Time
Crawler ran at 2025-07-01T22:18:54.789693+08:00 Taiwan Time
Crawler ran at 2025-07-02T22:19:20.013744+08:00 Taiwan Time
Crawler ran at 2025-07-03T22:19:21.714403+08:00 Taiwan Time
Crawler ran at 2025-07-04T22:18:31.903226+08:00 Taiwan Time
Crawler ran at 2025-07-05T22:17:40.805267+08:00 Taiwan Time
Crawler ran at 2025-07-06T22:16:29.414821+08:00 Taiwan Time
Crawler ran at 2025-07-07T22:19:32.481368+08:00 Taiwan Time
Crawler ran at 2025-07-08T22:18:39.326959+08:00 Taiwan Time
Crawler ran at 2025-07-09T22:19:17.440018+08:00 Taiwan Time
Crawler ran at 2025-07-10T22:20:03.860222+08:00 Taiwan Time
Crawler ran at 2025-07-11T22:19:43.251072+08:00 Taiwan Time
Crawler ran at 2025-07-12T22:17:13.610391+08:00 Taiwan Time
Crawler ran at 2025-07-13T22:17:06.703249+08:00 Taiwan Time
Crawler ran at 2025-07-16T22:19:02.202334+08:00 Taiwan Time
Crawler ran at 2025-07-17T22:18:51.917644+08:00 Taiwan Time
Crawler ran at 2025-07-19T22:17:51.291815+08:00 Taiwan Time
Crawler ran at 2025-07-20T22:17:48.602136+08:00 Taiwan Time
Crawler ran at 2025-07-21T22:21:50.152485+08:00 Taiwan Time
Crawler ran at 2025-07-22T22:20:16.450690+08:00 Taiwan Time
Crawler ran at 2025-07-23T22:22:01.289587+08:00 Taiwan Time
Crawler ran at 2025-07-24T22:21:34.654310+08:00 Taiwan Time
Crawler ran at 2025-07-25T22:19:06.267147+08:00 Taiwan Time
Crawler ran at 2025-07-26T22:18:26.808216+08:00 Taiwan Time
Crawler ran at 2025-07-27T22:17:40.116428+08:00 Taiwan Time
Crawler ran at 2025-07-28T22:22:17.888592+08:00 Taiwan Time
Crawler ran at 2025-07-29T22:24:10.281238+08:00 Taiwan Time
Crawler ran at 2025-07-31T22:21:52.610452+08:00 Taiwan Time
Crawler ran at 2025-08-01T22:21:17.830201+08:00 Taiwan Time
